netuid,name,burn_pct,registration_cost,active_miners,prune_rank,repo_url,last_commit_iso,clone_state,min_compute_present,gpu_required,gpu_vram_gb,gpu_evidence,runtime,setup_complexity,notes
67,Harnyx,15.123216601815823,0.0552077,128,68,https://github.com/harnyx/harnyx,2026-08-10T12:29:01Z,populated,False,unknown,unknown,none,python,med,"No GPU/CUDA/torch dependency anywhere in pyproject/docs and no hardware requirements section, so gpu_required is unknown rather than no. Miner writes a single agent.py against harnyx-miner-sdk and submits it; validators execute it in their own sandbox (miner/README.md:12-40). Setup is `uv sync --all-packages --dev` plus a .env with platform credentials. Real cost is LLM inference, not local hardware."
68,NOVA,0.0,0.124264143,2,100,https://github.com/metanova-labs/nova,2026-07-13T16:18:26-03:00,populated,False,yes,unknown,docs/MINER.md:190,python,high,Miner doc benchmarks Boltz-2 affinity scoring at ~45s/molecule on an A100 (docs/MINER.md:190); README.md:13-15 requires CUDA 12.6 and 2 GPU devices for parallel inference. No explicit VRAM number stated. Vendored external_tools/boltzgen builds on nvidia/cuda:12.2.2 (external_tools/boltzgen/Dockerfile:3). Drug-discovery compute race; only 2 active miners.
70,NexisGen,0.0,0.9,5,1,https://github.com/RendixNetwork/nexisgen,2026-07-17T16:02:20Z,populated,False,no,unknown,README.md:88,python,med,"README System Requirements lists only yt-dlp/ffmpeg/ffprobe, Python 3.10-3.12, wallet files and Cloudflare R2 credentials (README.md:82-92) with no GPU. GPU appears only on the validator trainer path (docker/docker-compose.trainer.yml:31-33, nvidia, 8 GPUs). Miner runs `nexis mine`, builds a video clip dataset per 50-block interval and uploads to R2 -- needs a video source pipeline and paid object storage. prune_rank 1 is a red flag."
74,Gittensor,63.0258640421149,0.15,13,38,https://github.com/entrius/gittensor,2026-08-07T10:47:30-05:00,populated,True,no,unknown,min_compute.yml:11,python,low,"min_compute.yml miner block is cpu: 2 / ram: 4 only, with no gpu section at all (min_compute.yml:11-13). No GPU/CUDA/torch matches anywhere in the clone. No miner neuron required: register a GitHub PAT via `gitt miner post` (README.md:41-50). Trivial to set up, but rewards depend on landing merged PRs in whitelisted repos, and burn_pct is 63%."
76,Phylax,0.0,0.0,10,9,https://github.com/praxi-labs/phylax-subne,2026-08-09T00:44:42+03:00,populated,False,no,unknown,docs/miner_setup.md:15,python,med,"docs/miner_setup.md Requirements section lists only a Linux host for self-testing, btcli, an inference API key, and 50 alpha staked (docs/miner_setup.md:15-20) -- no GPU, and no GPU/CUDA/torch matches anywhere in the clone. Miner submits a single hash-pinned agent.py; validators run it in their own sandbox and no neuron is run (docs/miner_setup.md:7-10). Zero registration cost, but prune_rank 9."
77,Liquidity,0.0,0.0005,13,64,https://github.com/creativebuilds/sn77,2026-06-24T14:27:25-05:00,populated,False,unknown,unknown,none,other,low,"TypeScript/Bun + Hardhat repo (bun.lock, package.json, hardhat.config.js); no GPU/CUDA/torch matches and no hardware requirements section, so gpu_required is unknown. Repo is validator + voting scripts only; there is no miner neuron here -- mining is providing liquidity in voted pools, so the real cost is capital, not compute. Oldest clone in the batch (last commit 2026-06-24)."
81,deprecated,2.186617837796597,0.0005,76,75,unknown,unknown,missing,False,unknown,unknown,none,unknown,unknown,"REWORKED: repo_url was the non-resolvable placeholder 'https://github.com/deprecated/deprecated' -> 'unknown'; it is not a real repo, so it must not be recorded as one. clone_state re-verified by SSH on 2026-08-11: `ls -la ~/atlas/var/fleet/clones/81` returned 'No such file or directory', so clone_state stays 'missing' and is accurate. Subnet name is 'deprecated'; nothing is inspectable, so all repo-derived fields remain 'unknown' (setup_complexity intentionally 'unknown' rather than a low/med/high value)."
82,Compelle,0.0,0.0005,1,unknown,https://github.com/compelle/compelle-validator,2026-08-05T05:00:39+02:00,populated,False,no,unknown,README.md:27,python,low,prune_rank was null in the input metadata; rendered as unknown. README.md:27 states 'Modest CPU. No GPU. Inference is offloaded to Chutes.' Repo is validator-only (no miner code): venv + pip install -e . + systemd unit. Miner side is an on-chain committed debate strategy. Requires a funded Chutes API key.
88,Investing,0.0,0.01,110,53,https://github.com/mobiusfund/investin,2026-08-05T19:57:26Z,populated,True,no,unknown,min_compute.yml:17,python,low,"min_compute.yml:17 gpu.required False for miner (validator identical at line 30). No vram key present, so VRAM unknown. Minimal repo: requirements.txt + setup.py + neurons/. Storage floor 20 GB (line 20)."
89,InfiniteQuant,20.0,0.05,48,36,https://github.com/DeltaCompute24/InfiniteQuant-Subne,2026-08-10T22:42:41Z,populated,False,unknown,unknown,none,python,med,"No min_compute.yml and zero GPU/CUDA/torch hits anywhere in the repo, so gpu_required stays unknown per the evidence rule. Dependency stack is pure-CPU chain/crypto (bittensor 10.3.0, timelock, cryptography, boto3). Hard pin to Python 3.10 (timelock wheels) and exact bittensor/cyscale pins are the main setup friction. run.sh + uv.lock, no Docker files."
90,KubeTEE,85.89456015869382,0.0005,1,unknown,https://github.com/KubeTEE-AI/kubetee-subne,2026-08-09T21:13:35+03:00,populated,False,yes,unknown,README.md:600,docker,high,"prune_rank was null in the input metadata; rendered as unknown. README.md:599-600 states the miner minimum: 8 nodes per cluster with 3+ dedicated 8-GPU workers per GPU type, on Intel TDX nodes with NVIDIA H100/H200/B200/B300 and BIOS/kernel TDX/SGX enabled. No explicit VRAM number given. Repo ships only validator/Dockerfile + validator/docker-compose.yaml; miner side is a full RKE2/Rancher/Kata/CoCo/Armada Kubernetes cluster. Extremely high capital and ops barrier; burn 85.9% and 1 active miner."
91,cascade,0.0,0.120796747,5,82,https://github.com/TensorLink-AI/cascade,2026-08-11T09:24:24+10:00,populated,False,no,unknown,README.md:57,python,high,"README.md:57 labels the miner role 'Miner (no GPU)'; README.md:171 has a per-role 'needs GPU' table. GPU sits on the trainer and validator side: chain.toml:88 pins expected_gpu = 'NVIDIA L40S' for byte-exact king/challenger re-derivation, and pyproject.toml gates torch==2.4.1 behind the optional 'train' extra from a fixed CUDA index. Miner in practice deploys to rented GPU pods (Lium/Targon, scripts/remote_hosts.example.toml) for the ~3h training budget, so real-world cost is GPU-bound even though the miner process itself is not."
92,Enclave,0.0,0.000103288,1,unknown,https://github.com/LumenLabs-io/enclave-subne,2026-08-10T10:13:24+03:00,populated,False,unknown,unknown,none,python,med,"prune_rank was null in the input metadata; rendered as unknown. No min_compute.yml and no GPU/CUDA/torch/nvidia hits anywhere in the repo, so gpu_required stays unknown. Miner install is 'pip install git+...' with a light dependency set (pydantic, httpx, typer, bittensor); validator has deploy/validator/Dockerfile + docker-compose.yml. Classifier says 'Development Status :: 2 - Pre-Alpha', version 0.1.0, 1 active miner."
93,Bitcast,0.0009155413138017853,0.005,4,84,https://github.com/bitcast-network/bitcas,2026-08-08T15:54:45+03:00,populated,True,no,unknown,"min_compute.yml:14 (miner spec lists only cpu: 2 / ram: 4, no gpu section; no CUDA/torch/nvidia hits anywhere in repo)",docker,med,"YouTube creator-economy subnet. Miner publishes videos against briefs; validators read YouTube Analytics via OAuth. Software setup is light (Dockerfile + docker-compose at root, requirements.txt, bittensor 10.3.0), but mining requires real YouTube accounts and OAuth wiring (up to 5 accounts per miner). Only 4 active miners, near-zero burn."
97,Albedo,0.0,1.021185857,5,101,https://github.com/unarbos/albedo,2026-08-10T20:23:39+02:00,populated,False,yes,unknown,"docs/MINING.md:7 and docs/MINING.md:9 (miner must fine-tune a Qwen3.6-35B-A3B model); pyproject.toml:32 (vllm==0.23.0), pyproject.toml:27 (torch==2.11.0)",python,high,"King-of-the-hill LLM subnet. Miner fine-tunes a 35B-A3B Qwen checkpoint, uploads to HuggingFace/Hippius, commits an on-chain reveal; must beat the incumbent king by a 3% margin. No min_compute.yml and no explicit miner VRAM figure - the eval side documents multi-GPU hosts (docs/eval-service-status.md:34 requires free_gpu_count >= 8) but that is validator infra, not the miner. Highest registration cost in batch (~1.02 TAO), 5 active miners."
98,NeverPlayAlone,0.0,0.1,1,20,https://github.com/neverplayalone/neverplayalone_subne,2026-08-07T07:49:16+02:00,populated,False,no,unknown,"docs/miner.md:9-14 (Requirements section lists only Python 3.10+, a registered wallet, and Node.js; docs/miner.md:25 states miners do not even need Docker to submit). No cuda/nvidia/torch hits anywhere in the repo.",python,med,"Minecraft agent subnet, winner-take-all. Miner writes a Node.js agent, tars it, and uploads via the npacli CLI; validators run it in a sandboxed no-internet container against NPA-Bench. Zero infra burden, but agent quality is the whole game. Only 1 active miner and prune_rank 20 - very thin."
100,BASE,0.0,0.016186025,7,63,https://github.com/BaseIntelligence/base,2026-08-10T20:11:27Z,populated,False,no,unknown,"docs/external-miner/prism.md:35 (evaluation runs on operator-rented Lium GPU pods, not on miner hardware); docs/external-miner/prism.md:19 caps submitted models at 350M parameters",docker,high,"Rust control plane (rust-toolchain 1.96.0, cargo workspace) plus docker-compose. Miner must deploy a measured Phala/dstack CVM with digest-pinned base-agent and certify each epoch via a loopback attest-helper - confidential-VM attestation is the hard part, not GPU. Highest operational ceremony in the batch."
112,minotaur,79.99847409781033,0.99,1,5,https://github.com/subnet112/minotaur_subne,2026-08-03T19:42:32+02:00,populated,False,no,unknown,"docs/miner/quickstart.md:9 (only prerequisite listed is Docker, required for git-based submission screening). No gpu/cuda/nvidia/vram hits anywhere in README.md, docs/, or requirements.txt.",python,med,"DEX/intent-solving subnet. Miner writes a Python Solving Engine and submits a git repo; validators run 3-stage sandboxed screening (Docker build + import) then benchmark against the champion, with hidden shadow cases. A local testnet reproduces the full screening/benchmark pipeline for iteration. Highest burn in batch (80%), only 1 active miner, prune_rank 5 - registration is 0.99 TAO into a near-empty, heavily-burning subnet."
114,SOMA,0.0,0.142072338,3,90,https://github.com/DendriteHQ/SOMA,2026-08-07T10:41:51+02:00,populated,False,no,unknown,"README.md:62-64 (""All a miner needs to participate is: A working algorithm that solves the active MCP task; A registered hotkey on netuid 114"" - platform handles orchestration and evaluation). README.md:47 hardware minimums (4 CPU cores / 16GB RAM / 500GB SSD, no GPU) apply to validators.",python,low,"MCP-server subnet run as competitions; current competition is Agent CoT compression. Miner writes an algorithm and uploads it to the central platform via miner/upload_miner_with_openrouter_key.py (needs an OpenRouter key); no local serving infra. torch>=2 appears only in mcp_platform/requirements.txt (the platform component), not in the miner path. Lowest setup burden in batch, but heavy central-platform dependency and only 3 active miners."
120,Affine,0.0,0.873210951,5,109,https://github.com/AffineFoundation/affine,2026-08-10T21:12:55Z,populated,False,yes,unknown,"affine/pyproject.toml:20-23 (""Installed on the eval / bench GPU pods"" -> transformers, vllm>=0.8); mining/LESSONS.md:26 (B300 + vllm 0.22.1 serve notes)",python,high,"King-of-the-hill LLM duels vs a frontier teacher; mining requires multi-GPU pods running vLLM plus LoRA/full fine-tune merges. Clone contains extensive mining ops notes (multi-GPU rentals, tensor-parallel serving). No min_compute.yml; no explicit VRAM number stated."
121,sundae_bar,62.14389257648585,0.0005,1,51,https://github.com/sundae-bar/bittensor-subne,2025-12-08T11:31:41-08:00,populated,False,unknown,unknown,none,unknown,unknown,"Clone is populated but contains only README.md plus 4 image assets - no miner code, no requirements, no Dockerfile. Marketing/overview text only; last commit Dec 2025. Nothing in the repo to evaluate for GPU or runtime."
123,MANTIS,41.70138094148165,0.15,251,11,https://github.com/Barbariandev/MANTIS,2026-07-17T16:22:03-06:00,populated,True,yes,unknown,"min_compute.yml:2 (gpu: ""NVIDIA GeForce RTX 4090"")",python,med,"Flat Python repo (embeddings/forecasting, encrypt-and-commit payloads) with requirements.txt + install_reqs.sh + autoupdate.sh and a MINER_GUIDE.md. min_compute.yml is a 2-line file naming an RTX 4090 with no VRAM field."
124,Swarm,0.0,0.5,23,85,https://github.com/swarm-subnet/swarm,2026-08-10T15:51:46+02:00,populated,True,no,unknown,"min_compute.yml:23-24 (miner gpu: required: False - ""Will came handy to train models, but not a req itself"")",python,med,"Standard bittensor template layout (neurons/, swarm/, RL/, tests/, scripts/). min_compute.yml miner spec: 3+ cores x86_64, 8 GB RAM, 20 GB disk, no GPU required. Actively maintained (commit Aug 2026)."
126,Poker44,30.286106660563057,0.2,2,58,https://github.com/Poker44/Poker44-subne,2026-08-09T21:11:29+02:00,populated,False,no,unknown,"docs/miner.md:63 (POKER44_MODEL_DEVICE default `cpu` - ""Model device hint""); requirements.txt:1-10 lists no torch/cuda/vllm deps",python,med,Poker agent subnet; deps are pydantic/numpy/pandas/scikit-learn/PyNaCl only. Dockerfile.testnet exists but the documented miner path is Python. Encrypted axon endpoints + tournament evaluation add integration work.
127,Astrid,70.63859006637675,0.0005,3,17,https://github.com/astridintelligence/sn-127,2026-07-28T12:01:50+03:00,populated,False,no,unknown,"Dockerfile:17 (runtime stage FROM node:23-slim, no CUDA base); docker-compose.yml:1-11 (single validator service, no nvidia runtime/device reservations)",docker,low,"Node 23 / TypeScript codebase, docker-compose with a single validator service (watchtower label). Miner guide in docs/miner-guide.md; arena/external API docs present. No Python or GPU tooling anywhere in the clone."
128,ByteLeap,0.0,0.0005,21,18,https://github.com/byteleapai/byteleap-Miner,2026-01-12T22:59:21+08:00,populated,False,unknown,unknown,none,python,low,"Miner is only the resource-aggregation tier (README.md:10 - actual hardware sits in a separate byteleap-Worker repo not in this clone), so no GPU evidence is present here. Simple setup: venv + requirements.txt + config/miner_config.yaml, PM2 for production. Repo stale since Jan 2026. Scoring is 100% lease revenue, so earnings depend on renting out worker hardware."
